"Id","Region","River Name","Section","Class","Class (decimal)","Length","Gradient","Time","Put in","Take out","Body"
"https://rivers.org.nz/nz/wanganui/manganui-a-te-ao/top-gorge-run","Wanganui","Manganui-a-te-Ao","Top Gorge Run","III+-IV-","3.6","8.5km","11.5m/km","2-3 hours","Hoihenga Bridge","Ruatiti Domain","<p>The Manganui-a-te-ao ('the great stream of the land') has the dubious distinction of being the the only remaining Central Plateau river that's not been diverted into the Rangipo Hydro Scheme. It is important that it stays this way.The river, like its many tributaries, has cut a very deep path through the ash layers that make up the local terra firma. These deep slot gorges provided railway builders with plenty of headaches by forcing the construction of large viaducts across their depths. Other streams in the vicinity offer interesting paddling in high flows. Of note is the <a href=""/nz/wanganui/makatote/sh4-to-upper-manganui-valley-bridge"">Makatote</a> which has a stunning class III+ run from the viaduct down to the Manganui-a-te-ao.The highest put-in on the Manganui-a-te-ao is the old Hoihenga Bridge. A track on river right leads down to a small beach. Once you push off you are into what is known, awesomely, as the Top Gorge. This is the crux of the Manganui experience and is excellent in flood levels. The rapids are a series of large waves and hydraulics. Now and then they crash into a wall at the bottom, but there is usually a good pool at the bottom of each rapid. At very high flood levels the rapids reach class IV.Below Myers bridge (a small footbridge which can be reached on the river right side if someone needs to leave the river) the river widens and the rapids ease to fun class II-III down to the bridge at Ruatiti Domain. A slalom race is held each year on the rapids at the domainn. Between Ruatiti and the bridge at Makakahi is mostly class II water with some long flat stretches. If you miss the bridge at Makakahi then you are stuck with the trip all the way down to the next road access at Pipiriki on the Wanganui River.To get to the Put-in: turn west of SH4 about 4km north of Raetihi township and follow signs to Ruatihi. At a road junction near the Orautoha school, the road splits and becomes Pukekaha Road and Ohura Road. Follow Pukekaha Road for about 3.5km to a fork. Take the left fork to the Hoihenga bridge, The last 100m down to the bridge is steep and slippery, so your average car is best left at the top of the final zigzag.Take-out: go back to the Orautoha School. Follow Ohura Road for just over four kilometers to the bridge at the Ruatiti domain.</p>"
"https://rivers.org.nz/mangahao_national_white_water_centre","Wanganui","Mangaore","Mangahao National White Water Centre","III","3","","","","","","<p>Near Shannon (see <a href=""http://slalomnz.org.nz/Sites.aspx"">http://slalomnz.org.nz/Sites.aspx</a>).</p>"
"https://rivers.org.nz/nz/waikato/mangaotaki/mangaotaki-bridge-to-sh3","Waikato","Mangaotaki","Mangaotaki bridge to SH3","II+","2.25","","","","Mangaotaki Bridge.","State Highway 3","<p>The Mangaotaki River has it"
"https://rivers.org.nz/nz/waikato/mangaotaki/sh3-to-mokau","Waikato","Mangaotaki","SH3 to Mokau","III","3","","","","","",""
"https://rivers.org.nz/nz/wellington/mangareia-stream/mangareia-stream","Wellington","Mangareia Stream","Mangareia Stream","III-IV (V)","3.55","2km","","2 hours","Waipipi Stream, just upstream from the confluence with Mangareia Stream","","<p>A hidden gem that"
"https://rivers.org.nz/nz/tasman/mangles/blackwater-creek-to-buller","Tasman","Mangles","Blackwater Creek to Buller","II-III (IV)","2.55","6km","6m/km","1-3 hours","200 metres below Blackwater Creek Bridge","Mangles/Buller Confluence","<p>A great run for beginners and has become one of the hot destination play runs when the water is high. You"
"https://rivers.org.nz/nz/taranaki/mangorei-stream/mangorei-stream","Taranaki","Mangorei Stream","Mangorei Stream","III-IV","3.5","","","","Morgans Rd","Kent Rd",""
"https://rivers.org.nz/nz/bay-of-plenty/mangorewa/pyes-pa-to-maungarangi-road","Bay of Plenty","Mangorewa","Pyes Pa to Maungarangi Road","III-IV+","3.7","34km","10m/km","5-8 hours","Pyes Pa Road or through Lemprieres Farm, 1601 Te Matai Road. Phone 07 573 8034","Maungarangi Road, off SH33 near Long Ridge Park","<p>Mangorewa River</p><p>The Mangorewa River crosses the old coach<br />road that links Rotorua and Tauranga. Mostly it's no more than a trickle of<br />water linking a series of swimming holes in a stunning gorge. But - after a<br />decent nights rain the river turns into something resembling a half pipe for<br />kayakers.</p><p>From the Pyes Pa Rd put in, the river<br />starts out shallow and fast with a smooth flat bottom and a range of easy<br />waterfalls. One larger fall, about an hour from the put in, is normally<br />portaged. After this fall the gradient starts to pick up a little, the walls<br />close in,and the river starts to look like the Kaituna. Most rapids can be boat<br />scouted or easily from the bank but there are a couple of blind gorges which<br />offer no chance of scouting and care must be taken to avoid logs.</p><p>About 10km down the water volume increases<br />because of natural springs in the river. The water gushing from the rocks on<br />both sides is quite impressive and also allows this section of river to be run<br />year round. It is possible to gain access through Lempriere's farm. It will<br />cost about $40 per team to get a ride down the farm on the tractor and you must<br />call before arriving.</p><p>Just below the springs are the two biggest<br />falls on the river. The first is at the bottom of a steep rapid. In low flows<br />you may want to portage on the left, in higher flows it can be run on river<br />right. The second fall is 100m downstream. This is an exciting one because<br />there is no chance to scout or portage!! But a good boof off the right side<br />will see you safely in the eddy.. A few more small drops keep the interest up<br />until the gradient eases right off. After this keep an eye out for a large<br />water gauge on the left side of the river. The track is on the right side of<br />the river just opposite this and takes you 200m up through pine forest and onto<br />a farm and Maungarangi Rd. If you miss this you can paddle to the Kaituna<br />confluence, turn up it a short distance and get out at Long Ridge Park.</p><p>To get to the put in: from Rotorua head<br />around the lake through the small settlement of Ngongotaha. About 5km north of<br />the township is the turnoff to Tauranga on Pyes Pa Rd. Follow this road for<br />about 16km until it drops into a deep gorge - this is the Mangorewa.</p><p>To get to the take out: there are a couple<br />of options and it doesn't make much difference. Either take Te Matai Rd through<br />to Te Puke then head back south. Or go back to SH33 past the Kaituna River and<br />head north on this. You are looking for Maungarangi Rd off SH33 about 2km south<br />of Paengaroa. Once on this road go 900m down to Long Ridge park just before the<br />Kaituna River bridge. Access the river via the park.</p>"
"https://rivers.org.nz/nz/otago/manuherikia/ophir-bridge-to-keddell-road","Otago","Manuherikia","Manuherikia","IV (V)","4.2","12km","10m/km","4-6 hours","Ophir bridge below Omakau","End of Keddel Rd","<p>Rapidly gaining the status as one of <em>the</em> runs to do in the area, the Manuherikia has been popular with Otago paddlers since its first descent in 1985 by a <a href=""http://www.uccc.canterbury.ac.nz/"">UCCC</a> team who had read a report that it was class II. A small, tight gorge, it needs more than normal flow, but thanks to the Otago flow phone system you won't have to waste time driving to the river to check it out.<br />Initially the gorge is narrow and water flat. The rapids begin after 3km. A diversion tunnel on the right after 5km heralds the beginning of the gorge proper. Between the beginning and end of the tailrace are a number of steep, technical class III-IV rapids. All are easily portaged on the tailrace. They continue 2km past the tailrace outflow. Two steep and technical class V rapids follow each other in quick succession, both with high objective danger from rock sieves and undercuts.<br />Optimal flows are between 15 and 50 cumecs; at over 50 cumecs the water is very turbulent and becomes solid class V. Below the gorge relents before issuing onto Central Otago farmland just after the Chatto Creek confluence. From here to Keddel Rd is a half hour of flat water. It is possible to take out at Chatto Creek and walk 4km along the old railway line to the Chatto Creek pub.</p><p>To get to the put-in; 1.5km south-west of the small settlement of Omakau on SH85 is a short gravel road to the Ophir bridge. Put in there.</p><p>To get to the take-out; drive east on SH85 towards Springvale.  Look for Keddel Rd. Turn down this and follow it 1.5km to the river.</p><p>The Manuherikia features in a 2013 video by Rory Allardice <a href=""http://www.youtube.com/watch?v=L_e78hYENPM"" title=""http://www.youtube.com/watch?v=L_e78hYENPM"">http://www.youtube.com/watch?v=L_e78hYENPM</a></p>"
"https://rivers.org.nz/nz/southland/mararoa/south-mavora-lakes-to-kiwi-burn","Southland","Mararoa","South Mavora Lakes to Kiwi Burn","II-III","2.5","6.5km","8m/km","1-2 hours","The first swingbridge at South Mavora Lakes","Kiwi Burn swingbridge","The Mararoa flows from the two Mavora Lakes between Lake Te Anau and Lake Wakatipu and empties into the Waiau River. It is a beautiful area and the river trip no less. Camping at the lakes is stunning and I suggest taking mountain bikes for exploring further up the valley.<p>From the put-in at the lake it's a fantastic float alongside honey-dew beech forest and through clear pools where trout cruise beneath underwater ledges. The forest gives way to a short gorge as the rapids pick up, climaxing with three drops. Rumour has it that these can get to class IV in very high flows, but in anything other than a big flood they are class III. The rapids settle as the gorge eases and the river breaks into farmland down to the next short gorge under the Kiwi Burn swingbridge. This small section is used often for beginner teaching sessions and novice slalom races. Take out and walk up the track to the carpark.</p><p>To get to the put-in: turn off SH93 (between Lumsden and Te Anau) at signs to Mavora Lakes.  Twenty six kilometres of gravel road takes you to the lakes and camping areas. Park near the the first swingbridge and put in.</p><p>To get to the take-out: drive about 5.5km down the valley and look for a DOC sign on the left side, opposite a gate, indicating access to the Kiwi Burn area via a swingbridge. Head down a farm track for 800m to the parking area near the bridge.</p>"
"https://rivers.org.nz/nz/tasman/maruia/creighton-road-to-sh65","Tasman","Maruia","Creighton Road to SH65","II-III+","2.6","17.5km","5m/km","3-5 hours","end of Creighton Road (off SH65)","Ruffe Creek bridge on SH65","<p>The Maruia on a hot sunny day is great as a scenic, relaxing trip away from the hubbub of the popular Buller runs. It makes a great beginner/intermediate trip if a few of the harder rapids are walked. If the weather forecast is excellent and you have a hot date it makes an excellent over night adventure too. The Maruia drains the southern Spenser Range and wends north alongside SH65 between Springs Junction and Murchison. The Shenandoah Mountains rise up to form a barrier that swings the river away from the road. The river moves west then back east to rejoin SH65 a few kilometres above Maruia Falls.</p><p>The run begins as easy class II riffles for a few kilometres until well away from the road. The beech forest crowding down to the water's edge is stunning. This, combined with crystal clear water and an abundance of fish and game, means that the most common visitors to the area are hunters and anglers. The few harder rapids are in the steeper areas with big boulders in the river. The paddling here is very enjoyable, and at very high flows the large waves that are kicked up keep you guessing at what's over the lip right to the finish. Towards the end the river enters a short gorge typical of the region. Once clear of this a kilometre or so of class I water will see you at the take out and road.</p><p>To get to the put in: find Creightons Rd off SH65 about 18km north of Springs Junction. Drive 2km down this gravel road to the barn and gate at the end of the road. A small stream runs alongside the road just by the gate. Follow this stream 150m to its confluence with the Maruia. Make sure that any vehicles left at the put in are well off the roadway, and ensure all gates and fences are left as they are found. Access is via a paper road.</p><p>To get to the take out: the take out is on the northern side of Shenandoah Saddle on SH65. The easiest parking area is at Ruffe Creek, where the Maruia returns to the road. There are small tracks through the bush to the river.</p>"
